olympic_year,medal_type,country,country_code,player_name
1964 Tokyo,bronze,Japan,JPN,Naohiro Ikeda
1964 Tokyo,bronze,Japan,JPN,Yasutaka Sato
1964 Tokyo,bronze,Japan,JPN,Toshiaki Kosedo
1964 Tokyo,bronze,Japan,JPN,Tokihiko Higuchi
1964 Tokyo,bronze,Japan,JPN,Masayuki Minami
1964 Tokyo,bronze,Japan,JPN,Takeshi Tokutomi
1964 Tokyo,bronze,Japan,JPN,Teruhisa Moriyama
1964 Tokyo,bronze,Japan,JPN,Yūzo Nakamura
1964 Tokyo,bronze,Japan,JPN,Katsutoshi Nekoda
1968 Mexico City,gold,Soviet Union,URS,Eduard Sibiryakov
1968 Mexico City,gold,Soviet Union,URS,Valeri Kravchenko
1968 Mexico City,gold,Soviet Union,URS,Volodymyr Byelyayev
1968 Mexico City,gold,Soviet Union,URS,Yevhen Lapinsky
1968 Mexico City,gold,Soviet Union,URS,Oļegs Antropovs
1968 Mexico City,gold,Soviet Union,URS,Vasilijus Matuševas
1968 Mexico City,gold,Soviet Union,URS,Viktor Mikhalchuk
1968 Mexico City,gold,Soviet Union,URS,Yuriy Poyarkov
1968 Mexico City,gold,Soviet Union,URS,Borys Tereshchuk
1968 Mexico City,gold,Soviet Union,URS,Volodymyr Ivanov
1968 Mexico City,gold,Soviet Union,URS,Ivans Bugajenkovs
1968 Mexico City,gold,Soviet Union,URS,Georgy Mondzolevski
1968 Mexico City,silver,Japan,JPN,Masayuki Minami
1968 Mexico City,silver,Japan,JPN,Katsutoshi Nekoda
1968 Mexico City,silver,Japan,JPN,Mamoru Shiragami
1968 Mexico City,silver,Japan,JPN,Isao Koizumi
1968 Mexico City,silver,Japan,JPN,Kenji Kimura
1968 Mexico City,silver,Japan,JPN,Yasuaki Mitsumori
1968 Mexico City,silver,Japan,JPN,Jungo Morita
1968 Mexico City,silver,Japan,JPN,Tadayoshi Yokota
1968 Mexico City,silver,Japan,JPN,Seiji Oko
1968 Mexico City,silver,Japan,JPN,Tetsuo Satō
1968 Mexico City,silver,Japan,JPN,Kenji Shimaoka
1968 Mexico City,silver,Japan,JPN,Naohiro Ikeda
1968 Mexico City,bronze,Czechoslovakia,TCH,Antonín Procházka
1968 Mexico City,bronze,Czechoslovakia,TCH,Jiří Svoboda
1968 Mexico City,bronze,Czechoslovakia,TCH,Lubomír Zajíček
1968 Mexico City,bronze,Czechoslovakia,TCH,Josef Musil
1968 Mexico City,bronze,Czechoslovakia,TCH,Josef Smolka
1968 Mexico City,bronze,Czechoslovakia,TCH,Vladimír Petlák
1968 Mexico City,bronze,Czechoslovakia,TCH,Petr Kop
1968 Mexico City,bronze,Czechoslovakia,TCH,František Sokol
1968 Mexico City,bronze,Czechoslovakia,TCH,Bohumil Golián
1968 Mexico City,bronze,Czechoslovakia,TCH,Zdeněk Groessl
1968 Mexico City,bronze,Czechoslovakia,TCH,Pavel Schenk
1968 Mexico City,bronze,Czechoslovakia,TCH,Drahomír Koudelka
1972 Munich,gold,Japan,JPN,Yoshihide Fukao
1972 Munich,gold,Japan,JPN,Kenji Kimura
1972 Munich,gold,Japan,JPN,Masayuki Minami
1972 Munich,gold,Japan,JPN,Jungo Morita
1972 Munich,gold,Japan,JPN,Yūzo Nakamura
1972 Munich,gold,Japan,JPN,Katsutoshi Nekoda
1972 Munich,gold,Japan,JPN,Tetsuo Nishimoto
1972 Munich,gold,Japan,JPN,Yasuhiro Noguchi
1972 Munich,gold,Japan,JPN,Seiji Oko
1972 Munich,gold,Japan,JPN,Tetsuo Satō
1972 Munich,gold,Japan,JPN,Kenji Shimaoka
1972 Munich,gold,Japan,JPN,Tadayoshi Yokota
1972 Munich,silver,East Germany,GDR,Horst Hagen
1972 Munich,silver,East Germany,GDR,Wolfgang Löwe
1972 Munich,silver,East Germany,GDR,Wolfgang Maibohm
1972 Munich,silver,East Germany,GDR,Jürgen Maune
1972 Munich,silver,East Germany,GDR,Horst Peter
1972 Munich,silver,East Germany,GDR,Eckehard Pietzsch
1972 Munich,silver,East Germany,GDR,Siegfried Schneider
1972 Munich,silver,East Germany,GDR,Arnold Schulz
1972 Munich,silver,East Germany,GDR,Rudi Schumann
1972 Munich,silver,East Germany,GDR,Rainer Tscharke
1972 Munich,silver,East Germany,GDR,Wolfgang Webner
1972 Munich,silver,East Germany,GDR,Wolfgang Weise
1972 Munich,bronze,Soviet Union,URS,Viktor Borshch
1972 Munich,bronze,Soviet Union,URS,Yefim Chulak
1972 Munich,bronze,Soviet Union,URS,Vyacheslav Domani
1972 Munich,bronze,Soviet Union,URS,Vladimir Kondra
1972 Munich,bronze,Soviet Union,URS,Valeri Kravchenko
1972 Munich,bronze,Soviet Union,URS,Yevhen Lapinsky
1972 Munich,bronze,Soviet Union,URS,Vladimir Patkin
1972 Munich,bronze,Soviet Union,URS,Yuriy Poyarkov
1972 Munich,bronze,Soviet Union,URS,Vladimir Putyatov
1972 Munich,bronze,Soviet Union,URS,Aleksandr Saprykin
1972 Munich,bronze,Soviet Union,URS,Yuri Starunsky
1972 Munich,bronze,Soviet Union,URS,Leonid Zayko
1976 Montreal,gold,Poland,POL,Bronisław Bebel
1976 Montreal,gold,Poland,POL,Ryszard Bosek
1976 Montreal,gold,Poland,POL,Wiesław Gawłowski
1976 Montreal,gold,Poland,POL,Marek Karbarz
1976 Montreal,gold,Poland,POL,Lech Łasko
1976 Montreal,gold,Poland,POL,Zbigniew Lubiejewski
1976 Montreal,gold,Poland,POL,Mirosław Rybaczewski
1976 Montreal,gold,Poland,POL,Włodzimierz Sadalski
1976 Montreal,gold,Poland,POL,Edward Skorek
1976 Montreal,gold,Poland,POL,Włodzimierz Stefański
1976 Montreal,gold,Poland,POL,Tomasz Wójtowicz
1976 Montreal,gold,Poland,POL,Zbigniew Zarzycki
1976 Montreal,silver,Soviet Union,URS,Vladimir Chernyshyov
1976 Montreal,silver,Soviet Union,URS,Yefim Chulak
1976 Montreal,silver,Soviet Union,URS,Vladimir Dorokhov
1976 Montreal,silver,Soviet Union,URS,Aleksandr Ermilov
1976 Montreal,silver,Soviet Union,URS,Vladimir Kondra
1976 Montreal,silver,Soviet Union,URS,Oleg Moliboga
1976 Montreal,silver,Soviet Union,URS,Anatoliy Polishchuk
1976 Montreal,silver,Soviet Union,URS,Aleksandr Savin
1976 Montreal,silver,Soviet Union,URS,Pāvels Seļivanovs
1976 Montreal,silver,Soviet Union,URS,Yuri Starunsky
1976 Montreal,silver,Soviet Union,URS,Vladimir Ulanov
1976 Montreal,silver,Soviet Union,URS,Vyacheslav Zaytsev
1976 Montreal,bronze,Cuba,CUB,Alfredo Figueredo
1976 Montreal,bronze,Cuba,CUB,Víctor García
1976 Montreal,bronze,Cuba,CUB,Diego Lapera
1976 Montreal,bronze,Cuba,CUB,"Leonel Marshall Steward, Sr."
1976 Montreal,bronze,Cuba,CUB,Ernesto Martínez
1976 Montreal,bronze,Cuba,CUB,Lorenzo Martínez
1976 Montreal,bronze,Cuba,CUB,Jorge Pérez
